Date,Region,Product_Category,Revenue,Expenses,Net_Profit,Customer_Count,Marketing_Spend,Employee_Cost,Sales_Channel,Order_Count
2023-06-26,East,Electronics,141865.0,60502.0,81363.0,198,39062.0,8140.0,Hybrid,958
2023-06-27,East,Clothing,141643.0,105844.0,35799.0,140,4074.0,64226.0,Hybrid,32
2023-06-28,North,Furniture,152281.0,93321.0,58960.0,431,20669.0,15901.0,Online,648
2023-06-29,East,Furniture,118550.0,51056.0,67494.0,221,22104.0,29525.0,Online,760
2023-06-30,North,Electronics,179220.0,100234.0,78986.0,427,24634.0,21491.0,Online,871
2023-07-01,East,Furniture,96218.0,43850.0,52368.0,122,49569.0,69816.0,Hybrid,341
2023-07-02,South,Grocery,138296.0,29843.0,108453.0,53,23702.0,35980.0,Offline,658
2023-07-03,East,Electronics,184767.0,64320.0,120447.0,137,1184.0,9078.0,Hybrid,334
2023-07-04,North,Clothing,125779.0,31793.0,93986.0,373,37501.0,49704.0,Offline,143
2023-07-05,North,Electronics,134714.0,21627.0,113087.0,167,46265.0,17997.0,Hybrid,746
2023-07-06,South,Furniture,37441.0,,-26381.0,282,8507.0,,Offline,410
2023-07-07,East,Clothing,175201.0,57798.0,117403.0,324,49879.0,27398.0,Hybrid,949
2023-07-08,East,Electronics,67368.0,77318.0,-9950.0,403,35596.0,22246.0,Hybrid,44
2023-07-09,North,Grocery,97122.0,106186.0,-9064.0,364,42287.0,21561.0,Offline,32
2023-07-10,East,Grocery,49760.0,89902.0,-40142.0,349,9755.0,17254.0,Offline,743
2023-07-11,East,Electronics,28478.0,73334.0,-44856.0,411,32762.0,35512.0,Offline,28
2023-07-12,North,Grocery,132881.0,108719.0,24162.0,54,18593.0,58865.0,Offline,423
2023-07-13,East,Grocery,76854.0,125099.0,-48245.0,117,6282.0,24580.0,Offline,491
2023-07-14,East,Grocery,99230.0,14720.0,84510.0,228,1734.0,43485.0,Offline,160
2023-07-15,South,Clothing,90716.0,59608.0,31108.0,452,38473.0,51621.0,Offline,845
2023-07-16,South,Grocery,148252.0,,38803.0,327,34688.0,51665.0,Offline,207
2023-07-17,West,Grocery,103538.0,104828.0,-1290.0,324,32496.0,51603.0,Hybrid,18
2023-07-18,North,Electronics,20372.0,128613.0,-108241.0,186,,22038.0,Offline,103
2023-07-19,East,Clothing,,74095.0,-39299.0,237,17652.0,15325.0,Offline,582
2023-07-20,East,Electronics,194344.0,107924.0,86420.0,200,42864.0,36892.0,Hybrid,631
2023-07-21,West,Furniture,103826.0,98452.0,5374.0,480,25519.0,2753.0,Hybrid,651
2023-07-22,North,Grocery,125592.0,89593.0,35999.0,169,19988.0,18996.0,Online,672
2023-07-23,North,Electronics,98635.0,108975.0,-10340.0,403,37623.0,69811.0,Online,232
2023-07-24,West,Grocery,116022.0,79242.0,36780.0,276,20189.0,46211.0,Offline,660
2023-07-25,North,Clothing,59040.0,,-59001.0,367,29006.0,63820.0,Offline,865
2023-07-26,West,Electronics,80357.0,128202.0,-47845.0,335,18215.0,1824.0,Online,424
2023-07-27,West,Clothing,83356.0,79606.0,3750.0,388,41529.0,14880.0,Online,904
2023-07-28,South,Grocery,21211.0,125769.0,-104558.0,498,14265.0,67617.0,Offline,755
2023-07-29,North,Grocery,110426.0,120542.0,-10116.0,199,22442.0,12517.0,Online,547
2023-07-30,East,Clothing,10842.0,108438.0,-97596.0,184,,22683.0,Offline,837
2023-07-31,East,Furniture,199187.0,2924.0,196263.0,299,40394.0,17876.0,Hybrid,894
2023-08-01,North,Clothing,71852.0,53322.0,18530.0,493,38531.0,57354.0,Hybrid,867
2023-08-02,East,Grocery,130737.0,73042.0,57695.0,366,20978.0,10982.0,Online,239
2023-08-03,East,Clothing,50968.0,48418.0,2550.0,154,23051.0,27598.0,Hybrid,334
2023-08-04,North,Furniture,22508.0,102699.0,-80191.0,241,48568.0,15639.0,Hybrid,149
2023-08-05,West,Clothing,158077.0,92140.0,,369,28572.0,10695.0,Hybrid,623
2023-08-06,North,Furniture,59575.0,13781.0,45794.0,447,36061.0,49582.0,Hybrid,408
2023-08-07,West,Furniture,155043.0,138587.0,16456.0,213,3392.0,,Offline,17
2023-08-08,East,Clothing,161671.0,119358.0,42313.0,222,34466.0,61635.0,Offline,914
2023-08-09,East,Clothing,,38133.0,33781.0,49,24895.0,23187.0,Online,226
2023-08-10,East,Electronics,72055.0,99628.0,-27573.0,284,19256.0,2214.0,Hybrid,652
2023-08-11,South,Grocery,92697.0,78946.0,13751.0,332,22674.0,24940.0,Hybrid,656
2023-08-12,West,Electronics,111239.0,87058.0,24181.0,91,35151.0,,Hybrid,260
2023-08-13,South,Electronics,128106.0,142167.0,-14061.0,190,1297.0,44481.0,Online,729
2023-08-14,South,Clothing,10355.0,45129.0,-34774.0,329,8709.0,16977.0,Offline,674
2023-08-15,North,Grocery,59120.0,10531.0,48589.0,92,41503.0,45839.0,Hybrid,604
2023-08-16,South,Electronics,43342.0,39038.0,4304.0,312,49806.0,58874.0,Offline,174
2023-08-17,North,Electronics,7257.0,89939.0,-82682.0,271,21846.0,59414.0,Online,843
2023-08-18,North,Electronics,32364.0,44674.0,-12310.0,281,48525.0,26538.0,Offline,205
2023-08-19,South,Furniture,161044.0,129572.0,31472.0,209,28524.0,57241.0,Hybrid,415
2023-08-20,West,Clothing,116715.0,31831.0,84884.0,249,29914.0,61481.0,Offline,508
2023-08-21,West,Grocery,31654.0,59174.0,,411,41318.0,28740.0,Offline,153
2023-08-22,West,Grocery,86423.0,13279.0,73144.0,189,6447.0,64328.0,Online,103
2023-08-23,West,Grocery,34320.0,62610.0,-28290.0,441,10117.0,51643.0,Online,714
2023-08-24,West,Clothing,,55051.0,-29243.0,180,21204.0,12881.0,Online,792
2023-08-25,South,Furniture,57389.0,58652.0,-1263.0,304,29202.0,37996.0,Online,65
2023-08-26,South,Clothing,123581.0,67524.0,56057.0,186,2392.0,33177.0,Offline,117
2023-08-27,East,Grocery,132927.0,8470.0,124457.0,378,30254.0,38177.0,Offline,665
2023-08-28,West,Clothing,39773.0,55473.0,-15700.0,405,3924.0,,Online,156
2023-08-29,South,Clothing,187240.0,46439.0,140801.0,246,42718.0,57531.0,Online,676
2023-08-30,East,Clothing,163819.0,16308.0,147511.0,147,13918.0,27119.0,Hybrid,82
2023-08-31,West,Furniture,,93563.0,-12167.0,336,30386.0,28915.0,Hybrid,518
2023-09-01,North,Electronics,112692.0,37081.0,75611.0,375,35283.0,3708.0,Online,834
2023-09-02,East,Electronics,62505.0,11837.0,,320,23557.0,39749.0,Offline,67
2023-09-03,South,Clothing,90896.0,120128.0,-29232.0,138,5333.0,45989.0,Online,238
2023-09-04,North,Electronics,23135.0,114651.0,-91516.0,58,10394.0,23106.0,Offline,584
2023-09-05,North,Electronics,95887.0,99624.0,-3737.0,173,49210.0,18131.0,Offline,607
2023-09-06,North,Clothing,127118.0,32063.0,,286,42333.0,47553.0,Hybrid,816
2023-09-07,East,Clothing,52377.0,71453.0,-19076.0,302,1065.0,59144.0,Online,979
2023-09-08,South,Grocery,159626.0,104166.0,55460.0,125,40680.0,7553.0,Online,326
2023-09-09,North,Electronics,67491.0,16506.0,50985.0,33,18902.0,18881.0,Offline,590
2023-09-10,West,Furniture,191693.0,115604.0,76089.0,320,43345.0,2379.0,Online,67
2023-09-11,North,Clothing,,28026.0,35257.0,34,10815.0,20726.0,Hybrid,176
2023-09-12,North,Grocery,21923.0,54413.0,-32490.0,400,13334.0,10088.0,Hybrid,833
2023-09-13,East,Furniture,52591.0,67066.0,-14475.0,136,2814.0,35314.0,Online,684
2023-09-14,East,Electronics,67261.0,52971.0,14290.0,243,37680.0,56041.0,Online,478
2023-09-15,South,Grocery,59336.0,115978.0,-56642.0,218,4383.0,17350.0,Hybrid,255
2023-09-16,West,Clothing,79083.0,52494.0,26589.0,102,44652.0,18769.0,Online,63
2023-09-17,East,Furniture,65948.0,105864.0,-39916.0,103,10551.0,48249.0,Offline,814
2023-09-18,North,Clothing,169074.0,134151.0,34923.0,336,41484.0,47365.0,Online,403
2023-09-19,South,Electronics,31672.0,97386.0,-65714.0,234,12195.0,51185.0,Offline,758
2023-09-20,North,Furniture,9213.0,88126.0,-78913.0,464,23623.0,3786.0,Online,192
2023-09-21,North,Electronics,146365.0,82863.0,63502.0,387,8402.0,2620.0,Online,979
2023-09-22,East,Electronics,191932.0,80291.0,111641.0,289,46455.0,37303.0,Hybrid,329
2023-09-23,South,Grocery,67507.0,127659.0,-60152.0,20,18073.0,,Offline,71
2023-09-24,West,Clothing,62134.0,9235.0,52899.0,338,29874.0,3882.0,Hybrid,878
2023-09-25,West,Furniture,138172.0,84733.0,53439.0,21,12788.0,63248.0,Online,741
2023-09-26,East,Electronics,198069.0,64712.0,133357.0,44,47478.0,50322.0,Hybrid,946
2023-09-27,North,Electronics,33172.0,127849.0,-94677.0,456,7384.0,25524.0,Online,63
2023-09-28,South,Furniture,25132.0,81823.0,,461,11059.0,10745.0,Online,297
2023-09-29,West,Electronics,23199.0,106215.0,-83016.0,237,18625.0,16861.0,Online,245
2023-09-30,West,Grocery,41609.0,34230.0,7379.0,229,4188.0,55261.0,Offline,519
2023-10-01,West,Grocery,179037.0,86573.0,92464.0,450,24369.0,3837.0,Offline,393
2023-10-02,North,Grocery,144088.0,,101444.0,150,47382.0,55380.0,Offline,772
2023-10-03,West,Grocery,175851.0,47203.0,128648.0,32,38637.0,,Hybrid,601
2023-10-04,North,Electronics,36881.0,68677.0,-31796.0,92,45206.0,39255.0,Online,177
2023-10-05,South,Electronics,29472.0,125246.0,-95774.0,499,4523.0,30520.0,Hybrid,204
2023-10-06,North,Electronics,,86817.0,101068.0,238,49250.0,30541.0,Hybrid,646
2023-10-07,South,Furniture,172093.0,71806.0,100287.0,432,17600.0,66772.0,Online,594
2023-10-08,West,Furniture,59131.0,44814.0,14317.0,353,37235.0,28350.0,Hybrid,533
2023-10-09,North,Clothing,160159.0,72219.0,87940.0,89,7923.0,45397.0,Online,911
2023-10-10,South,Furniture,17828.0,97345.0,-79517.0,362,39718.0,64865.0,Online,128
2023-10-11,East,Clothing,,102088.0,95594.0,405,12713.0,56956.0,Online,195
2023-10-12,South,Clothing,101664.0,71322.0,30342.0,299,36483.0,28453.0,Online,194
2023-10-13,East,Grocery,137473.0,,113823.0,464,33658.0,63345.0,Hybrid,184
2023-10-14,North,Clothing,20193.0,96242.0,-76049.0,340,28960.0,13906.0,Hybrid,247
2023-10-15,North,Electronics,180936.0,142262.0,38674.0,168,31517.0,15988.0,Hybrid,873
2023-10-16,North,Clothing,156379.0,40196.0,116183.0,486,33500.0,28723.0,Offline,872
2023-10-17,North,Grocery,107518.0,31709.0,75809.0,137,27002.0,34800.0,Hybrid,324
2023-10-18,North,Clothing,24611.0,82428.0,-57817.0,199,31490.0,40107.0,Hybrid,160
2023-10-19,East,Electronics,179863.0,11943.0,167920.0,406,20015.0,28430.0,Offline,706
2023-10-20,North,Electronics,148022.0,23042.0,124980.0,40,30491.0,33535.0,Online,622
2023-10-21,South,Electronics,81240.0,45894.0,35346.0,395,8134.0,69476.0,Online,925
2023-10-22,South,Grocery,7745.0,139941.0,-132196.0,368,11998.0,53284.0,Online,66
